cell_type,niche,names,scores,logfoldchanges,pvals,pvals_adj
Neutrophil,Cancer - myeloid-enriched,TOX,0.452891,1.228932,0.6506272435901296,1.0
Neutrophil,Cancer - myeloid-enriched,LAMP2,1.2726188,1.2260356,0.2031533628229807,1.0
Neutrophil,Cancer - myeloid-enriched,TNF,0.13129413,1.2056773,0.8955426360755718,1.0
Neutrophil,Cancer - myeloid-enriched,GATA3,0.3235638,1.2046189,0.7462682919457782,1.0
Neutrophil,Cancer - myeloid-enriched,JUN,1.1531264,1.1956892,0.24885853266108005,1.0
Neutrophil,Cancer - myeloid-enriched,G0S2,1.4407933,1.1890159,0.1496431011741449,1.0
Neutrophil,Cancer - myeloid-enriched,GZMA,-0.12736022,-1.182328,0.8986552977446329,1.0
Neutrophil,Cancer - myeloid-enriched,ID1,-0.30635297,-1.1609254,0.7593359144264206,1.0
Neutrophil,Cancer - myeloid-enriched,C1QBP,1.2141019,1.1574621,0.22470881904674767,1.0
Neutrophil,Cancer - myeloid-enriched,RORC,0.18931925,1.1475829,0.8498426092213522,1.0
Neutrophil,Cancer - myeloid-enriched,FCGR2A,-1.4570206,-1.1417602,0.14511069016793265,1.0
Neutrophil,Cancer - myeloid-enriched,TFF3,1.1713207,1.1362909,0.24146991193876322,1.0
Neutrophil,Cancer - myeloid-enriched,ANPEP,-0.71154535,-1.1309192,0.47674636801111847,1.0
Neutrophil,Cancer - myeloid-enriched,GZMB,0.15883148,1.1293678,0.8738016507118578,1.0
Neutrophil,Cancer - myeloid-enriched,ISG15,-0.33585727,-1.1240169,0.7369785038087009,1.0
Neutrophil,Cancer - myeloid-enriched,CD8A,-0.32159686,-1.1190113,0.7477581267368935,1.0
Neutrophil,Cancer - myeloid-enriched,IL4R,-0.9200424,-1.1181854,0.3575506137267741,1.0
Neutrophil,Cancer - myeloid-enriched,CXCR2,-1.3626069,-1.1172688,0.17300644631999917,1.0
Neutrophil,Cancer - myeloid-enriched,HLA-B,-3.2110512,-1.1163447,0.0013225038484779622,0.07179306606023224
